2018-11-08,-0.736787
2018-11-09,-0.736522
2018-11-12,-0.734034
2018-11-13,-0.739543
2018-11-14,-0.734235
2018-11-15,-0.733295
2018-11-16,-0.732656
2018-11-19,-0.73172
2018-11-20,-0.732395
2018-11-21,-0.734169
2018-11-22,-0.733914
2018-11-23,-0.744572
2018-11-26,-0.737191
2018-11-27,-0.735427
2018-11-28,-0.734664
2018-11-29,-0.735993
2018-11-30,-0.732697
2018-12-03,-0.731912
2018-12-04,-0.731528
2018-12-05,-0.734476
2018-12-06,-0.732739
2018-12-07,-0.734849
2018-12-10,-0.733021
2018-12-11,-0.735459
2018-12-12,-0.735538
2018-12-13,-0.733311
2018-12-14,-0.736595
2018-12-17,-0.731727
2018-12-18,-0.732534
2018-12-19,-0.731283
2018-12-20,-0.736047
2018-12-21,-0.741122
2018-12-24,-0.732634
2018-12-27,-0.732507
2018-12-28,-0.729594
2018-12-31,-0.730971
2019-01-03,-0.734071
2019-01-04,-0.733477
2019-01-07,-0.731931
2019-01-08,-0.729432
2019-01-09,-0.731742
2019-01-10,-0.7322
2019-01-11,-0.732562
2019-01-14,-0.732367
2019-01-15,-0.73173
2019-01-16,-0.734774
2019-01-17,-0.73271
2019-01-18,-0.734305
2019-01-21,-0.732942
2019-01-22,-0.730267
2019-01-23,-0.731809
2019-01-24,-0.732728
2019-01-25,-0.73543
2019-01-28,-0.734246
2019-01-29,-0.731855
2019-01-30,-0.733419
2019-01-31,-0.731819
2019-02-01,-0.73206
2019-02-04,-0.73297
2019-02-05,-0.733836
2019-02-06,-0.733957
2019-02-07,-0.73413
2019-02-08,-0.735304
2019-02-11,-0.735249
2019-02-12,-0.731667
2019-02-13,-0.732795
2019-02-14,-0.732915
2019-02-15,-0.734279
2019-02-18,-0.733042
2019-02-19,-0.734521
2019-02-20,-0.733436
2019-02-21,-0.733443
2019-02-22,-0.734633
2019-02-25,-0.735995
2019-02-26,-0.735902
2019-02-27,-0.736827
2019-02-28,-0.738785
2019-03-01,-0.735482
2019-03-04,-0.733255
2019-03-05,-0.735959
2019-03-06,-0.733227
2019-03-07,-0.733498
2019-03-08,-0.734443
2019-03-11,-0.733639
2019-03-12,-0.732268
2019-03-13,-0.729698
2019-03-14,-0.730737
2019-03-15,-0.733003
2019-03-18,-0.734146
2019-03-19,-0.733715
2019-03-20,-0.731404
2019-03-21,-0.733626
2019-03-22,-0.73386
2019-03-25,-0.732552
2019-03-26,-0.733824
2019-03-27,-0.734988
2019-03-28,-0.733012
2019-03-29,-0.737656
2019-04-01,-0.734832
2019-04-02,-0.737382
2019-04-03,-0.738421
2019-04-04,-0.74015
2019-04-05,-0.736001
2019-04-08,-0.735727
2019-04-09,-0.737907
2019-04-10,-0.736467
2019-04-11,-0.736909
2019-04-12,-0.735572
2019-04-15,-0.733035
2019-04-16,-0.734691
2019-04-17,-0.735363
2019-04-18,-0.735999
2019-04-23,-0.733425
2019-04-24,-0.735731
2019-04-25,-0.73131
2019-04-26,-0.734137
2019-04-29,-0.734356
2019-04-30,-0.731729
2019-05-02,-0.73464
2019-05-03,-0.730783
2019-05-06,-0.734302
2019-05-07,-0.735542
2019-05-08,-0.735332
2019-05-09,-0.735701
2019-05-10,-0.74003
2019-05-13,-0.738074
2019-05-14,-0.740209
2019-05-15,-0.744801
2019-05-16,-0.742531
2019-05-17,-0.740888
2019-05-20,-0.738135
2019-05-21,-0.733071
2019-05-22,-0.736194
2019-05-23,-0.735389
2019-05-24,-0.732812
2019-05-27,-0.731043
2019-05-28,-0.736557
2019-05-29,-0.740087
2019-05-31,-0.736873
2019-06-03,-0.734138
2019-06-04,-0.734128
2019-06-05,-0.735753
2019-06-06,-0.736802
2019-06-07,-0.725206
2019-06-11,-0.735264
2019-06-12,-0.737372
2019-06-13,-0.737152
2019-06-14,-0.735308
2019-06-17,-0.738725
2019-06-18,-0.735206
2019-06-19,-0.735509
2019-06-20,-0.73633
2019-06-21,-0.737211
2019-06-24,-0.739524
2019-06-25,-0.735569
2019-06-26,-0.737655
2019-06-27,-0.741744
2019-06-28,-0.740234
2019-07-01,-0.73543
2019-07-02,-0.734429
2019-07-03,-0.736154
2019-07-04,-0.735941
2019-07-05,-0.734868
2019-07-08,-0.741417
2019-07-09,-0.738223
2019-07-10,-0.735531
2019-07-11,-0.735743
2019-07-12,-0.738647
2019-07-15,-0.738612
2019-07-16,-0.73722
2019-07-17,-0.740761
2019-07-18,-0.736741
2019-07-19,-0.738781
2019-07-22,-0.73747
2019-07-23,-0.737296
2019-07-24,-0.737851
2019-07-25,-0.736864
2019-07-26,-0.736956
2019-07-29,-0.739061
2019-07-30,-0.743485
2019-07-31,-0.745119
2019-08-02,-0.749782
2019-08-05,-0.741705
2019-08-06,-0.742523
2019-08-07,-0.739801
2019-08-08,-0.743454
2019-08-09,-0.74827
2019-08-12,-0.749718
2019-08-13,-0.739544
2019-08-14,-0.738333
2019-08-15,-0.73879
2019-08-16,-0.745262
2019-08-19,-0.743756
2019-08-20,-0.750786
2019-08-21,-0.741722
2019-08-22,-0.739641
2019-08-23,-0.739591
2019-08-26,-0.736682
2019-08-27,-0.735212
2019-08-28,-0.734893
2019-08-29,-0.733332
2019-08-30,-0.747262
2019-09-02,-0.731834
2019-09-03,-0.733989
2019-09-04,-0.731119
2019-09-05,-0.731783
2019-09-06,-0.730802
2019-09-09,-0.730256
2019-09-10,-0.732953
2019-09-11,-0.730952
2019-09-12,-0.733291
2019-09-13,-0.738549
2019-09-16,-0.732444
2019-09-17,-0.731764
2019-09-18,-0.734803
2019-09-19,-0.737288
2019-09-20,-0.741618
2019-09-23,-0.737274
2019-09-24,-0.736325
2019-09-25,-0.736994
2019-09-26,-0.737985
2019-09-27,-0.736696
2019-09-30,-0.746272
2019-10-01,-0.736161
2019-10-02,-0.732149
2019-10-03,-0.735619
2019-10-04,-0.737043
2019-10-07,-0.736762
2019-10-08,-0.740681
2019-10-09,-0.739089
2019-10-10,-0.741872
2019-10-11,-0.737592
2019-10-14,-0.736823
2019-10-15,-0.736896
2019-10-16,-0.739809
2019-10-17,-0.736523
2019-10-18,-0.737191
2019-10-21,-0.737488
2019-10-22,-0.738701
2019-10-23,-0.739178
2019-10-24,-0.73927
2019-10-25,-0.735077
2019-10-28,-0.736533
2019-10-29,-0.734425
2019-10-30,-0.737164
2019-10-31,-0.732974
2019-11-01,-0.639171
2019-11-04,-0.62762
2019-11-05,-0.656182
2019-11-06,-0.659506
2019-11-07,-0.66349
2019-11-08,-0.66878
2019-11-11,-0.67436
2019-11-12,-0.675285
2019-11-13,-0.681105
2019-11-14,-0.686273
2019-11-15,-0.693456
2019-11-18,-0.693477
2019-11-19,-0.69865
2019-11-20,-0.699736
2019-11-21,-0.700298
2019-11-22,-0.703757
2019-11-25,-0.705693
2019-11-26,-0.709801
2019-11-27,-0.710607
2019-11-28,-0.709256
2019-11-29,-0.706504
2019-12-02,-0.705517
2019-12-03,-0.703643
2019-12-04,-0.703749
2019-12-05,-0.703716
2019-12-06,-0.704737
2019-12-09,-0.706353
2019-12-10,-0.705512
2019-12-11,-0.705172
2019-12-12,-0.7058
2019-12-13,-0.703784
2019-12-16,-0.704199
2019-12-17,-0.705345
2019-12-18,-0.705583
2019-12-19,-0.704521
2019-12-20,-0.70587
2019-12-23,-0.701235
2019-12-24,-0.684586
2019-12-27,-0.698503
2019-12-30,-0.684825
2019-12-31,-0.659249
